symbol_in,symbol_out,chain,sc_in,des_in,sc_out,des_out,status,CEX_GATE,CEX_BINANCE,CEX_MEXC,CEX_KUCOIN,CEX_BITGET,CEX_BYBIT,CEX_INDODAX,DEX_KYBER,DEX_0X,DEX_ODOS,DEX_OKX,DEX_1INCH,DEX_PARASWAP
CAKE,GMT,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,HFT,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x44ec807ce2f4a6f2737a92e985f318d035883e47,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,HIGH,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,ID,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x2dff88a56767223a5529ea5960da7a3f5f766406,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FET,INJ,bsc,0x031b41e504677879370e9dbcf937283a8691fa7f,18,0xa2b726b1145a4773f68593cf171187d8ebe4d495,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BTTC,IOTX,bsc,0x352cb5e19b12fc216548a2677bd0fce83bae434b,18,0x9678e42cebeb63f23197d726b29b1cb20d0064e5,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,IOTX,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x9678e42cebeb63f23197d726b29b1cb20d0064e5,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,JASMY,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x15669cf161946c09a8b207650bfbb00e3d8a2e3e,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ALICE,LINK,bsc,0xac51066d7bec65dc4589368da368b212745d63e8,6,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
INJ,LINK,bsc,0xa2b726b1145a4773f68593cf171187d8ebe4d495,18,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
UNI,LINK,bsc,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,LISTA,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0xfceb31a79f71ac9cbdcf853519c1b12d379edc46,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ETC,LTC,bsc,0x3d6545b08693dae087e957cb1180ee38b9e3c25e,18,0x4338665cbb7b2485a8855a139b75d5e34ab0db94,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,MANA,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x26433c8127d9b4e9b71eaa15111df99ea2eeb2f8,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,ONT,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0xfd7b3a77848f1c2d67e05e54d78d174a0c850335,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SOL,PENDLE,bsc,0x570a5d26f7765ecb712c0924e4de545b89fd43df,18,0xb3ed0a426155b79b898849803e3b36552f7ed507,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XRP,PENDLE,bsc,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,18,0xb3ed0a426155b79b898849803e3b36552f7ed507,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BEAMX,QI,bsc,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,18,0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TKO,SFP,bsc,0x9f589e3eabe42ebc94a44727b3f3531c0c877809,18,0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
1000CHEEMS,SHIB,bsc,0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413,21,0x2859e4544c4bb03966803b044a93563bd2d0dd4d,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BCH,SHIB,bsc,0x8fF795a6F4D97E7887C79beA79aba5cc76444aDf,18,0x2859e4544C4bB03966803b044A93563Bd2D0DD4D,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
WIN,SHIB,bsc,0xaef0d72a118ce24fee3cd1d43d383897d05b4e99,18,0x2859e4544c4bb03966803b044a93563bd2d0dd4d,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AXS,SLP,bsc,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,18,0x070a08beef8d36734dd67a491202ff35a6a16d97,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FET,SOL,bsc,0x031b41e504677879370e9dbcf937283a8691fa7f,18,0x570a5d26f7765ecb712c0924e4de545b89fd43df,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
1INCH,SUSHI,bsc,0x111111111117dc0aa78b770fa6a738034120c302,18,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,SUSHI,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DODO,SUSHI,bsc,0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,18,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,TKO,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x9f589e3eabe42ebc94a44727b3f3531c0c877809,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,TLM,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x2222227e22102fe3322098e4cbfe18cfebd57c95,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DUSK,TRU,bsc,0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c,18,0xb4fcdcb8a0b29247466720ff81587d1a6f4fc4d7,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BTTC,TUSD,bsc,0x352cb5e19b12fc216548a2677bd0fce83bae434b,18,0x40af3827f39d0eacbf4a168f8d4ee67c121d11c9,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DODO,UNI,bsc,0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,18,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ETC,UNI,bsc,0x3d6545b08693dae087e957cb1180ee38b9e3c25e,18,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
INJ,UNI,bsc,0xa2b726b1145a4773f68593cf171187d8ebe4d495,18,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SUSHI,UNI,bsc,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
